id,prediction
1853,241.9558
1854,453.5211
1855,697.08185
1856,764.09827
1857,816.7576
1858,824.8759
1859,788.8341
1860,734.4258
1861,713.0905
1862,626.59106
1863,532.52155
1864,437.66354
1865,351.88773
1866,189.68095
1867,68.65534
1868,36.707893
1869,15.458319
1870,16.661448
1871,14.26592
1872,38.066765
1873,41.00332
1874,61.718304
1875,107.66463
1876,275.70392
1877,257.9471
1878,376.73642
1879,612.6552
1880,822.41095
1881,651.77527
1882,644.84515
1883,468.33844
1884,482.45374
1885,351.3806
1886,257.07333
1887,378.52173
1888,240.40993
1889,131.37654
1890,82.1371
1891,39.982914
1892,28.553505
1893,31.313786
1894,33.319744
1895,32.0708
1896,2.4119499
1897,3.8217466
1898,27.268705
1899,51.870705
1900,130.43031
1901,254.93912
1902,401.36298
1903,588.71704
1904,652.8982
1905,765.92816
1906,786.0531
1907,818.02
1908,779.0242
1909,599.1454
1910,650.97186
1911,523.2855
1912,486.72583
1913,328.08563
1914,179.70013
1915,84.70304
1916,45.720284
1917,17.707743
1918,14.282112
1919,13.275414
1920,1.2833844
1921,0.0
1922,16.175379
1923,48.834465
1924,77.59656
1925,125.86884
1926,174.99487
1927,384.30957
1928,493.50504
1929,617.1803
1930,587.7876
1931,599.2107
1932,564.111
1933,573.2999
1934,440.08917
1935,376.63818
1936,402.06946
1937,351.4851
1938,186.4191
1939,86.58054
1940,36.840225
1941,18.308039
1942,15.323414
1943,40.065193
1944,28.376484
1945,27.076097
1946,55.414703
1947,96.63857
1948,145.11217
1949,297.20392
1950,324.33362
1951,613.33405
1952,660.47833
1953,590.4725
1954,580.6678
1955,582.99854
1956,357.0529
1957,326.6963
1958,336.91943
1959,179.73795
1960,241.68295
1961,203.3835
1962,104.14777
1963,60.907455
1964,25.483467
1965,12.020519
1966,3.4636042
1967,0.38213548
1968,0.0
1969,0.0
1970,12.680995
1971,15.359896
1972,50.6586
1973,93.277504
1974,168.12927
1975,195.65685
1976,279.27673
1977,343.84915
1978,746.9104
1979,740.3043
1980,570.9245
1981,442.95593
1982,305.9527
1983,200.48866
1984,163.44193
1985,140.73659
1986,84.03
1987,73.052444
1988,48.535255
1989,27.019003
1990,25.173016
1991,18.806076
1992,7.8841825
1993,8.203539
1994,10.162073
1995,6.348418
1996,25.112728
1997,34.335884
1998,49.134666
1999,203.8869
2000,401.74432
2001,418.42905
2002,260.95132
2003,325.26874
2004,374.42896
2005,472.73117
2006,291.5168
2007,301.9155
2008,156.70752
2009,186.3089
2010,105.55425
2011,44.341343
2012,17.985685
2013,6.0332007
2014,0.0
2015,5.988706
2016,0.0
2017,0.0
2018,3.7368908
2019,41.026077
2020,97.394844
2021,121.4593
2022,252.1955
2023,418.7339
2024,422.31055
2025,390.16525
2026,474.24127
2027,482.47104
2028,352.7725
2029,272.01346
2030,218.42235
2031,122.58629
2032,137.99951
2033,126.88045
2034,28.740393
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,11.416695
2043,55.949596
2044,106.88839
2045,104.82278
2046,234.70241
2047,414.71918
2048,642.1015
2049,490.26245
2050,575.6325
2051,504.0473
2052,395.1947
2053,312.7703
2054,194.95203
2055,160.22809
2056,183.78143
2057,195.29584
2058,110.08835
2059,74.09111
2060,47.30785
2061,3.5511682
2062,0.0
2063,0.0
2064,1.9013548
2065,5.7589297
2066,18.805237
2067,44.978546
2068,101.41916
2069,69.110245
2070,141.6691
2071,251.7758
2072,121.06483
2073,457.54294
2074,393.25702
2075,48.16584
2076,224.20244
2077,125.5807
2078,255.08403
2079,141.65305
2080,113.17607
2081,63.12353
2082,29.132444
2083,13.054937
2084,5.78894
2085,1.6270652
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,14.7679205
2092,30.929657
2093,51.505444
2094,100.9932
2095,121.315346
2096,274.51096
2097,317.7076
2098,257.58624
2099,164.75504
2100,129.35307
2101,104.012115
2102,53.609497
2103,94.84353
2104,149.10089
2105,104.837265
2106,35.57984
2107,37.55468
2108,2.3777156
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,10.349218
2115,52.96468
2116,93.77983
2117,208.74577
2118,134.42464
2119,314.2115
2120,575.5167
2121,490.21393
2122,363.7995
2123,399.6697
2124,247.18723
2125,235.62485
2126,211.13106
2127,47.98363
2128,138.82132
2129,142.9551
2130,72.48944
2131,23.77424
2132,1.856955
2133,0.0
2134,0.0
2135,0.0
2136,2.742166
2137,0.0
2138,12.314574
2139,58.052658
2140,33.732895
2141,48.079
2142,171.6726
2143,260.72388
2144,482.57892
2145,237.71709
2146,306.96338
2147,306.64417
2148,405.786
2149,380.3238
2150,184.70624
2151,127.50627
2152,192.91428
2153,101.548485
2154,71.44557
2155,24.835957
2156,7.852764
2157,0.0
2158,0.0
2159,0.0
